name,surname,level
Francis,Taylor,intermediate
Micheal,King,intermediate
David,Novak,intermediate
Haley,Brown,expert
Christian,Peterson,expert
James,Santos,expert
Diane,Taylor,beginner
Maria,Huerta,intermediate
Philip,Chapman,intermediate
Brady,King,intermediate
Christopher,Frazier,intermediate
Molly,Larson,intermediate
Claudia,Mckinney,expert
Angela,Bell,intermediate
Amanda,Wise,expert
Victor,Cruz,expert
Bryan,Garcia,expert
Pamela,Kim,beginner
Ashley,Taylor,expert
Geoffrey,Brown,expert
Brenda,Watson,expert
Glenda,Mullins,expert
Amy,Thompson,beginner
Amber,Wells,beginner
Karen,Powell,intermediate
Darin,Le,beginner
Leah,Jones,beginner
Lori,Johnson,beginner
Tina,Jones,intermediate
Noah,Miller,intermediate
Jesse,Gray,expert
Aaron,Garrett,intermediate
James,Gay,beginner
Amber,Smith,intermediate
Amy,Mitchell,intermediate
Donald,Knox,expert
Timothy,Goodman,intermediate
Stephanie,Hill,expert
Ryan,Roth,expert
Rhonda,Taylor,expert
Brianna,Mitchell,intermediate
Steven,Wood,expert
Christopher,Wang,intermediate
Amanda,Levy,intermediate
Olivia,Lambert,intermediate
Jonathan,Moody,intermediate
Janice,Bowers,expert
Eric,Monroe,expert
Stacie,Maddox,intermediate
Olivia,Howard,intermediate
Maureen,Day,intermediate
Daniel,Martin,intermediate
Anna,Sullivan,expert
Antonio,Ward,expert
Kerri,Thompson,intermediate
Rachel,Alvarez,expert
Marissa,West,intermediate
Kyle,Payne,beginner
Victor,Harper,beginner
Donald,Kelly,expert
Daniel,Parker,intermediate
Jacob,Flores,beginner
Melinda,Gibbs,intermediate
William,Martinez,intermediate
Edwin,Stewart,beginner
Robert,Ramsey,beginner
Joshua,Bailey,intermediate
Donna,Gonzales,expert
Michael,Watts,beginner
Misty,Mendez,beginner
Susan,Simmons,intermediate
Ryan,Brown,expert
Ronald,Schwartz,beginner
James,Tucker,intermediate
Vincent,Carter,expert
Jill,Rivera,beginner
Seth,Shah,expert
Steve,Anderson,beginner
Mark,Valentine,intermediate
Cassandra,Preston,beginner
Jesse,Patel,beginner
Jodi,Wheeler,expert
Kimberly,Henderson,expert
Monica,Cox,expert
Tiffany,Martin,intermediate
Ann,Nelson,beginner
Douglas,Swanson,expert
Laura,Mitchell,intermediate
Raymond,Baker,intermediate
Robert,Stephenson,beginner
Jessica,Sawyer,beginner
Dustin,Fleming,beginner
Tyler,White,expert
Heather,Duarte,intermediate
Krystal,Baker,beginner
Nicole,Campbell,beginner
Holly,Jones,expert
Tonya,Haas,expert
James,Lee,expert
Terrance,Miller,beginner
Sheila,Crawford,expert
Cassandra,Porter,beginner
Jessica,Gray,intermediate
Katrina,Christensen,beginner
Jeffrey,Mclaughlin,intermediate
Douglas,Wang,expert
Karen,Melton,expert
Joshua,Woods,intermediate
David,Caldwell,expert
Cheryl,Bishop,beginner
Barbara,Carter,beginner
Regina,Jones,beginner
Nathan,Walters,expert
Amanda,Bradley,expert
Chad,Moore,intermediate
Arthur,Hudson,expert
Amanda,Davis,expert
Dylan,Young,beginner
Natasha,Pena,intermediate
Virginia,Ward,beginner
James,Cook,beginner
Douglas,Combs,beginner
Barry,Cole,expert
Jasmine,Duarte,beginner
Kelly,Allen,intermediate
Eric,Cross,beginner
Candice,Stout,beginner
Jennifer,Mason,expert
Lori,Gaines,beginner
Jason,Khan,intermediate
Matthew,Zimmerman,beginner
Vanessa,Scott,beginner
Jose,Walker,intermediate
Jeffrey,Harmon,expert
Tony,Farley,intermediate
Andrew,Morris,expert
Cynthia,Matthews,expert
Dorothy,Gordon,intermediate
Travis,Ruiz,expert
Garrett,Walker,expert
Laura,Garcia,expert
John,Todd,intermediate
Jon,Evans,beginner
Amy,Butler,expert
Heather,Davis,intermediate
Vickie,Jones,intermediate
Travis,Park,intermediate
Laura,Colon,beginner
Ariana,Charles,beginner
James,Lewis,beginner
George,Carter,expert
Madeline,Washington,intermediate
John,Perry,beginner
Adam,Newman,intermediate
Anthony,Harris,expert
Kenneth,Brown,intermediate
Amy,Young,expert
Gabriel,Glover,beginner
Miranda,Booth,beginner
Kristina,Ewing,intermediate
Ronald,Hale,beginner
Jill,Barton,intermediate
John,Scott,beginner
Amy,Ryan,intermediate
Sarah,Wagner,expert
Miguel,Sutton,beginner
David,Hinton,beginner
Benjamin,Heath,beginner
David,Rogers,expert
Dillon,Marquez,intermediate
Tracey,Clark,intermediate
Robin,Bradshaw,beginner
Johnathan,Bradshaw,intermediate
Christopher,Davis,expert
Michael,Smith,expert
Sandra,Ramsey,expert
Barry,Gaines,beginner
Isaiah,Cordova,expert
Kevin,Davidson,expert
Sarah,Mcpherson,intermediate
Lindsey,Ross,intermediate
Kimberly,Peters,intermediate
Harry,Harris,expert
Colin,Fleming,expert
Valerie,Huber,intermediate
George,Krause,beginner
Daniel,Riley,expert
Susan,Sullivan,intermediate
Phillip,Potter,expert
Timothy,Whitehead,intermediate
Patricia,Knapp,expert
April,Holland,intermediate
Christopher,Sims,beginner
Susan,Mills,beginner
Kimberly,Peterson,expert
Chad,Lin,expert
Austin,Freeman,intermediate
Juan,Powers,intermediate
Nichole,Colon,intermediate
Amber,King,expert
Andrea,Jenkins,intermediate
Holly,Green,expert
Andrew,Austin,beginner
Beth,Malone,beginner
Elizabeth,Briggs,expert
Luis,Dyer,beginner
James,Alvarez,expert
David,Martinez,beginner
Bethany,Newman,beginner
Alex,Young,intermediate
Jonathon,Campbell,expert
Stacy,Andrews,beginner
Xavier,Barton,intermediate
Stephanie,Drake,beginner
Daniel,Cain,beginner
Elaine,Rose,expert
Lori,Ferguson,beginner
Sabrina,Chambers,beginner
John,Smith,expert
Angela,Henson,expert
Terry,Bell,expert
Melvin,Lynch,intermediate
Steven,Kennedy,expert
Jennifer,Phillips,beginner
Matthew,Parks,expert
Carol,Harris,beginner
Rebecca,Young,intermediate
Steven,Knight,expert
Melinda,Gardner,intermediate
Jade,Salas,beginner
Michael,Meyers,expert
James,Hall,beginner
Jill,Irwin,expert
Monica,Powell,expert
Angela,Foster,beginner
Brandon,Maldonado,intermediate
Jim,Scott,expert
Douglas,Davis,expert
Chad,Warren,beginner
Mary,Brooks,intermediate
Roy,Henderson,intermediate
Robin,Murphy,beginner
Samuel,Adams,expert
Patrick,Olsen,expert
Keith,Knight,beginner
Cameron,Hicks,expert
Jill,Byrd,beginner
Alyssa,Romero,beginner
Nicole,Weiss,expert
Andrew,Marshall,intermediate
Adam,Tran,expert
Natalie,Villarreal,beginner
Kevin,Smith,beginner
Thomas,Cook,beginner
Christina,Cruz,intermediate
William,Jacobs,intermediate
Hannah,Sanders,beginner
Jennifer,Bishop,beginner
Rebecca,Glover,beginner
Kathy,Zavala,expert
Elizabeth,Pruitt,beginner
Jennifer,Kennedy,beginner
Brittany,Marshall,beginner
David,Williamson,expert
Allen,Patterson,intermediate
Sheila,Bailey,expert
Frederick,Taylor,intermediate
Robert,Myers,expert
Jose,Foster,beginner
Jason,Lawson,beginner
Jesse,Hartman,beginner
Kathleen,Barnes,beginner
Jason,Hall,expert
Amanda,Quinn,beginner
Kathleen,Ochoa,expert
Tammie,Salinas,expert
Tina,Bates,intermediate
Patrick,George,expert
Daniel,Garza,intermediate
Gerald,Molina,beginner
Michael,Hill,beginner
David,Gibson,expert
Jon,Velez,intermediate
Glenn,Holloway,expert
Linda,Barajas,intermediate
Victoria,Johnson,beginner
Maria,Newman,intermediate
Don,Martinez,intermediate
Dustin,Mcdonald,beginner
Christopher,Kent,expert
Tammy,Humphrey,beginner
Philip,Cooper,beginner
Carla,Miller,beginner
Jason,Love,beginner
Danny,Davis,intermediate
Colleen,Jones,beginner
William,Little,intermediate
Monica,Smith,intermediate
Jeffrey,Scott,expert
Craig,Scott,intermediate
Angela,Burns,beginner
Eileen,Griffin,beginner
Robert,Reilly,intermediate
Charles,Lewis,beginner
Jennifer,Rivera,intermediate
David,Owen,expert
Amanda,Howard,beginner
Michelle,Smith,beginner
Garrett,Sullivan,intermediate
Brandon,Rowe,beginner
Christina,York,expert
James,Cook,intermediate
Jeffrey,Johnson,expert
Mark,Ortiz,beginner
Michael,Watkins,intermediate
Gerald,Green,beginner
Judith,Anderson,beginner
Alexander,Harrison,intermediate
Benjamin,Bray,beginner
Ralph,Guzman,intermediate
Gregory,Merritt,expert
Virginia,Ross,expert
Lance,Tyler,expert
Lauren,Harrell,beginner
Wendy,Kennedy,intermediate
Gabrielle,White,expert
Keith,Watson,intermediate
Shane,Irwin,expert
Tyler,Jackson,intermediate
Cody,Graham,beginner
Karen,Moore,beginner
Elizabeth,Lee,intermediate
Ryan,Perez,intermediate
Teresa,Galloway,intermediate
William,Henry,expert
Benjamin,Mathews,intermediate
Heather,Mueller,intermediate
Randy,Andrade,intermediate
Jeffrey,Hill,beginner
Morgan,Ross,expert
Mary,Chase,intermediate
Brian,Cruz,expert
Taylor,Shaw,beginner
Christopher,Nguyen,beginner
Matthew,Sanchez,beginner
Stephen,Barnes,expert
John,Hawkins,expert
Cynthia,Allen,intermediate
Danielle,Weber,beginner
Brandy,Vasquez,intermediate
Diana,Humphrey,beginner
Brittany,Griffith,intermediate
Yvette,Castillo,expert
Brenda,Crawford,intermediate
Crystal,Castro,expert
Marcus,Cooper,beginner
Amanda,Carter,intermediate
Barbara,White,intermediate
Laura,Williams,expert
Jeanette,Rice,beginner
Matthew,Robertson,intermediate
Amy,Doyle,intermediate
Christy,Meyer,intermediate
Alfred,Martin,beginner
David,Flores,expert
Becky,James,beginner
Patty,Jacobs,expert
Jonathan,Barron,intermediate
Elizabeth,Atkins,expert
Blake,Padilla,beginner
Jessica,Rogers,beginner
Matthew,Noble,beginner
David,Moore,expert
Andrew,Montgomery,intermediate
Andrew,Flores,expert
Rachel,Ruiz,intermediate
Dylan,Carlson,expert
Kenneth,Branch,expert
Meghan,Horne,expert
John,Anderson,intermediate
Carol,Gross,expert
Deborah,Murray,expert
Austin,Wright,expert
James,Mccormick,intermediate
Amanda,Smith,beginner
Kristina,Hess,expert
Kaitlin,Martinez,beginner
Amanda,Rogers,intermediate
Robert,May,intermediate
Elizabeth,Howell,intermediate
Brandy,Lewis,intermediate
Philip,Davidson,beginner
Robert,Martinez,beginner
Shelby,Murray,beginner
Erica,Edwards,expert
Joshua,King,intermediate
Ryan,Carson,expert
Christina,Newman,intermediate
Tammy,Escobar,beginner
Justin,Adams,intermediate
Jenna,Santiago,expert
Jose,Jones,beginner
Christopher,Frost,intermediate
Crystal,Stewart,beginner
Catherine,Neal,intermediate
Lindsay,Walker,intermediate
Robert,Davila,beginner
Dalton,Richardson,intermediate
Miranda,Munoz,intermediate
John,Lopez,beginner
Emily,Anderson,intermediate
William,Cooper,expert
Jake,Cummings,beginner
Timothy,Martinez,intermediate
Kelly,Carpenter,expert
Robert,Horn,beginner
Adrian,Vaughn,beginner
Nicholas,Anderson,intermediate
Molly,Taylor,intermediate
Lisa,Sims,intermediate
Jennifer,Chapman,intermediate
Robert,Nielsen,expert
Eric,Barber,beginner
Marissa,Brown,beginner
Lisa,Goodwin,expert
Stacy,Sanchez,beginner
Stephanie,Wyatt,expert
Justin,Johnson,intermediate
John,Greer,intermediate
Kenneth,Shelton,intermediate
Dana,Mason,expert
Marc,Brown,intermediate
Nicholas,Taylor,intermediate
Keith,Jenkins,beginner
Jill,Summers,expert
Michael,Peterson,beginner
Brittney,Dunlap,intermediate
Jeremy,Serrano,beginner
Christopher,Morrison,expert
Chris,Gomez,beginner
Monica,Kelly,beginner
Ryan,Pugh,beginner
Jamie,Yang,expert
Michael,Manning,intermediate
Kayla,Rodriguez,beginner
Wendy,Jenkins,beginner
Kurt,Powell,beginner
Vincent,Ferrell,intermediate
Justin,Espinoza,expert
Jeremy,Simpson,intermediate
Colleen,Ramirez,beginner
Tommy,Rodgers,expert
Patrick,Smith,beginner
Matthew,Cross,expert
Scott,Wagner,beginner
Thomas,Snyder,intermediate
Jacob,Williams,beginner
John,Curry,beginner
Jennifer,Garcia,expert
Adam,Gardner,intermediate
Joel,Wright,expert
Mary,Baker,expert
Anthony,Thomas,beginner
Michael,Fernandez,expert
Jonathan,Hernandez,intermediate
Linda,Parrish,beginner
Mitchell,Gonzalez,expert
Jaime,Hernandez,beginner
Jennifer,Hampton,expert
Susan,Fisher,intermediate
Kelsey,Flores,expert
Christine,Brown,expert
Veronica,Martinez,expert
Kristin,Jacobson,beginner
Teresa,Castro,intermediate
April,Gross,beginner
Benjamin,Montgomery,expert
Cameron,Mcbride,beginner
John,Dudley,beginner
Julie,Anderson,beginner
Kara,Sanchez,expert
Sherry,Wallace,intermediate
Anne,Mcconnell,beginner
Linda,Frazier,intermediate
Zachary,Wilson,intermediate
Katie,Rodriguez,beginner
Mary,Alvarez,expert
Ryan,Thompson,intermediate
Michael,Carter,expert
Micheal,Mendoza,intermediate
Monica,Johnson,intermediate
Douglas,Tucker,expert
Carrie,Carlson,beginner
Benjamin,Walsh,intermediate
Michelle,Smith,beginner
Emily,Gonzalez,intermediate
Antonio,Kidd,intermediate
Scott,Mcdonald,intermediate
Rodney,Proctor,intermediate
Jessica,Walsh,expert
Tara,Le,intermediate
Alexis,Curry,expert
Samantha,Cruz,beginner
Shawn,Mahoney,intermediate
Laura,Bauer,expert
Stephanie,Bryant,intermediate
Katie,Gonzalez,intermediate
Ashley,Russell,intermediate
Steven,Oconnell,intermediate
Tiffany,Richardson,expert
Zachary,Wilson,expert
Anne,Jones,expert
Donna,Reynolds,beginner
Sandra,Williams,expert
Tamara,Macdonald,intermediate
Courtney,Garcia,beginner
Nicole,Williams,beginner
Sherry,Reid,beginner
Ronald,Morris,beginner
Bobby,Robinson,beginner
Matthew,Perez,beginner
Emily,Johnson,intermediate
Brenda,Weaver,beginner
Mallory,Coleman,intermediate
Chelsea,Blackwell,beginner
Daniel,Richard,intermediate
Jamie,Gray,intermediate
Alexandra,Larson,expert
Laurie,Martin,expert
Robert,Nelson,intermediate
Amanda,Nunez,intermediate
Deborah,Goodman,expert
William,Cordova,intermediate
John,Golden,beginner
Kevin,Flores,expert
Jennifer,Harris,beginner
Aaron,Jenkins,expert
Julia,Russell,expert
Frank,Brown,expert
Robert,Santana,intermediate
Sue,Meza,beginner
Marissa,Rush,beginner
Karen,Cohen,expert
Stephanie,Young,expert
Brittany,Owens,expert
Stephen,Spencer,expert
Timothy,Turner,beginner
Maria,Mcdaniel,expert
Morgan,Black,intermediate
Jessica,Miller,expert
Christopher,Gomez,beginner
Steven,Wolf,expert
Denise,Hart,expert
Donna,King,intermediate
Jeffrey,Velazquez,intermediate
Brian,Gomez,intermediate
Mackenzie,Jordan,expert
Diamond,Kelly,beginner
Thomas,Johnson,expert
Elizabeth,Flores,intermediate
Taylor,Joseph,expert
Christine,Gardner,intermediate
Kathryn,Harris,expert
Katherine,King,beginner
Carlos,Brown,expert
Katherine,Hart,expert
Elizabeth,Wallace,expert
Hannah,Young,expert
Dillon,Hubbard,beginner
Shawn,Pierce,beginner
Jordan,Carpenter,beginner
Daniel,Kane,beginner
Charles,Thornton,expert
Julie,Long,beginner
Anthony,Nguyen,beginner
Leah,Davis,intermediate
Michael,Bell,beginner
Lisa,Atkins,beginner
Andrea,Davidson,expert
Morgan,Parker,intermediate
Katrina,Ortega,beginner
Christine,Evans,expert
Lacey,Berger,expert
Craig,Burke,intermediate
Jeffery,Ibarra,expert
Jared,Moody,beginner
Amy,Hoffman,expert
Adam,Alvarado,expert
Emily,Robinson,beginner
Edward,Vaughan,intermediate
Alejandro,Moore,expert
Darren,Wright,expert
Joel,Stanley,beginner
Ashley,Cooper,beginner
Nancy,Hudson,expert
Jeremy,Barker,beginner
Tiffany,Myers,expert
Jennifer,Lara,expert
Ann,Hopkins,expert
Tiffany,Lewis,intermediate
Jennifer,Smith,intermediate
Hayley,Tucker,expert
Tony,Acosta,beginner
Margaret,Ball,beginner
Michael,Francis,intermediate
Elizabeth,James,expert
Whitney,Rowe,expert
Juan,Morse,intermediate
Jeremy,Hendricks,beginner
Lisa,Berg,expert
James,King,beginner
Jasmine,Kim,intermediate
Jason,Henderson,expert
Andrew,Williams,beginner
Gabriel,Wyatt,beginner
Aaron,Becker,expert
Ronald,Cooper,beginner
Crystal,Harris,expert
Alec,Mills,beginner
John,Sellers,beginner
Sheryl,Lopez,beginner
Laura,Sanchez,intermediate
Paula,Richardson,expert
Trevor,Brewer,beginner
Anthony,Dyer,expert
David,Aguilar,beginner
Kelly,Mason,intermediate
Jessica,Carlson,beginner
Gary,Hicks,intermediate
David,Wilson,beginner
Melissa,Alvarado,intermediate
Caitlin,Hunter,expert
April,Smith,intermediate
Andrew,Brown,intermediate
Maureen,Baker,intermediate
Amber,Wright,expert
Amy,Simmons,intermediate
Katherine,Hunt,intermediate
Eric,Blackburn,beginner
Kari,Lopez,intermediate
Theodore,Mcclure,intermediate
Jonathan,Douglas,beginner
Ariana,Austin,expert
Edward,Hall,expert
Kristen,Cruz,beginner
Christine,Jackson,expert
Eric,Benton,intermediate
Wendy,Barker,beginner
Kathy,Jackson,beginner
Taylor,Turner,intermediate
Aaron,Allison,intermediate
Samuel,Henson,beginner
Mary,Hudson,intermediate
Keith,Walters,beginner
Jennifer,Anderson,expert
Andrea,Lee,intermediate
Jacqueline,Holmes,beginner
Kathryn,Nelson,expert
Jay,Peters,intermediate
Nathan,Hill,intermediate
Wendy,Mitchell,intermediate
John,Wells,beginner
Kimberly,Garza,intermediate
Blake,Middleton,beginner
Keith,Scott,expert
Erica,Henry,beginner
Eric,Barnes,expert
Adam,Abbott,beginner
Aaron,Alexander,beginner
Gerald,Medina,expert
Daniel,Smith,beginner
Cassidy,Walker,beginner
Nicholas,Avery,intermediate
John,Haney,expert
Willie,Graves,intermediate
Roberto,Tucker,expert
Cory,Key,intermediate
Frances,Martin,beginner
Stephanie,Li,intermediate
Victoria,Avila,intermediate
Rachel,Taylor,intermediate
Melissa,Cunningham,intermediate
Daniel,Noble,intermediate
Amber,Holt,expert
Ashley,Gonzalez,intermediate
George,Franklin,expert
Kim,Berg,beginner
Keith,Walker,expert
Catherine,Keith,expert
Mariah,Davis,intermediate
Ronald,Duffy,intermediate
Virginia,Henry,intermediate
Kristen,King,expert
Erin,Maddox,intermediate
Roy,Hall,expert
Denise,Bowers,beginner
Grace,Johnston,expert
David,Evans,expert
Brittany,Skinner,beginner
Kevin,Johnson,beginner
David,Mcknight,intermediate
Alyssa,Williams,beginner
Phillip,Martin,intermediate
David,Avery,beginner
Rachel,Baxter,expert
Edward,Woods,expert
Mary,Clements,expert
Jessica,Brewer,beginner
Joe,Quinn,intermediate
Angela,Mckay,beginner
Nathan,Anderson,beginner
Gary,Campbell,intermediate
Emily,Gaines,expert
Christian,Wall,intermediate
Benjamin,Benitez,intermediate
Taylor,Cook,expert
Robin,Fitzpatrick,intermediate
Sara,Miller,beginner
Laura,Watson,intermediate
Tammy,Washington,intermediate
Victoria,Smith,beginner
Adrienne,Woodard,beginner
Michael,Evans,expert
Bradley,Goodman,expert
Carlos,Lawrence,beginner
Justin,Marquez,intermediate
John,Daniels,intermediate
Jason,Eaton,beginner
Joseph,Carr,beginner
Paul,Garcia,beginner
Hunter,Welch,beginner
Lauren,Rogers,beginner
Andrea,Peterson,intermediate
Jeremy,Schultz,intermediate
Diane,Richards,expert
Heather,Smith,expert
Cory,Hogan,expert
Patrick,Baldwin,beginner
Katie,Davis,beginner
Edward,Scott,beginner
Eric,Bell,intermediate
Anthony,Woods,expert
Douglas,Gonzalez,beginner
Jonathan,Garcia,beginner
Kelly,Matthews,beginner
Ray,Thomas,intermediate
Jennifer,Hines,intermediate
Erika,Levine,beginner
Lauren,Murphy,expert
Kayla,West,intermediate
Daniel,Jacobson,expert
Donald,Gonzalez,expert
Sean,Lee,expert
Pamela,Parker,beginner
Courtney,Haas,intermediate
Anthony,Cook,expert
Samuel,Wall,intermediate
Allison,Hall,intermediate
James,Morgan,beginner
David,Mccormick,intermediate
Angelica,Parker,beginner
